scan,rater_1,rater_2,rater_3,rater_4
sub-7982_ses-baseline__,yes,yes,yes,yes
sub-7997_ses-month24__,yes,yes,yes,yes
sub-7999_ses-month24__,yes,yes,no,no
sub-8011_ses-month48__,yes,yes,yes,yes
sub-8013_ses-month24__,maybe,yes,no,no
sub-8016_ses-baseline__,yes,yes,yes,yes
sub-8020_ses-baseline__,yes,yes,yes,yes
sub-8021_ses-month24__,yes,yes,yes,yes
sub-8023_ses-month48__,no,yes,no,no
sub-8025_ses-baseline__,yes,yes,yes,yes
sub-8030_ses-baseline__,no,yes,no,no
sub-8030_ses-month24__,no,yes,no,no
sub-8031_ses-baseline__,yes,yes,yes,yes
sub-8033_ses-month24__,yes,yes,yes,yes
sub-8039_ses-month24__,yes,yes,yes,yes
sub-8042_ses-month24__,no,yes,no,no
sub-8043_ses-month48__,yes,yes,yes,yes
sub-8044_ses-month24__,no,yes,no,no
sub-8045_ses-baseline__,maybe,yes,no,no
sub-8046_ses-month24__,yes,yes,yes,yes
sub-8056_ses-baseline__,no,yes,no,no
sub-8059_ses-baseline__,yes,yes,no,no
sub-8067_ses-baseline__,yes,yes,yes,yes
sub-8068_ses-month24__,yes,yes,no,no
sub-8069_ses-month24__,yes,yes,yes,yes
sub-8075_ses-baseline__,yes,yes,yes,yes
sub-8088_ses-baseline__,no,no,no,no
sub-8088_ses-month24__,no,no,no,no
sub-8089_ses-baseline__,no,no,no,no
sub-8090_ses-baseline__,yes,yes,yes,yes
sub-8091_ses-baseline__,yes,yes,yes,yes
sub-8092_ses-baseline__,yes,yes,yes,yes
sub-8094_ses-month48__,no,no,no,no
sub-8097_ses-baseline__,yes,yes,yes,yes
sub-8100_ses-month24__,yes,yes,yes,yes
sub-8101_ses-month24__,yes,yes,yes,yes
sub-8103_ses-month48__,yes,yes,yes,yes
sub-8106_ses-month24__,yes,yes,yes,yes
sub-8108_ses-baseline__,yes,yes,yes,yes
sub-8113_ses-baseline__,yes,yes,yes,yes
sub-8117_ses-baseline__,yes,yes,yes,yes
sub-8124_ses-baseline__,yes,yes,yes,yes
sub-8125_ses-baseline__,maybe,yes,no,yes
sub-8131_ses-baseline__,yes,yes,yes,yes
sub-8138_ses-month24__,yes,yes,yes,yes
sub-8145_ses-baseline__,yes,yes,yes,yes
sub-8156_ses-baseline__,yes,yes,yes,yes
sub-8158_ses-baseline__,yes,yes,yes,yes
sub-8160_ses-month48__,yes,yes,yes,yes
sub-8161_ses-month24__,yes,yes,yes,yes
sub-8162_ses-baseline__,yes,yes,yes,yes
sub-8165_ses-baseline__,yes,yes,yes,yes
sub-8168_ses-baseline__,no,yes,no,no
sub-8170_ses-baseline__,yes,yes,yes,yes
sub-8171_ses-baseline__,yes,yes,yes,yes
sub-8172_ses-baseline__,no,no,no,no
sub-8175_ses-baseline__,yes,yes,yes,yes
sub-8178_ses-baseline__,yes,yes,yes,yes
sub-8178_ses-month48__,yes,yes,yes,yes
sub-8186_ses-month24__,yes,yes,yes,yes
sub-8187_ses-baseline__,yes,yes,yes,yes
sub-8195_ses-baseline__,no,no,no,no
sub-8196_ses-baseline__,yes,yes,yes,yes
sub-8197_ses-baseline__,yes,yes,yes,yes
sub-8201_ses-month48__,yes,yes,yes,yes
sub-8213_ses-baseline__,yes,yes,yes,yes
sub-8215_ses-month24__,yes,yes,yes,yes
sub-8219_ses-baseline__,yes,yes,yes,yes
sub-8221_ses-baseline__,yes,yes,yes,yes
sub-8222_ses-baseline__,no,yes,no,yes
sub-8224_ses-baseline__,yes,yes,yes,yes
sub-8231_ses-baseline__,yes,yes,yes,yes
sub-8232_ses-baseline__,yes,yes,yes,yes
sub-8239_ses-baseline__,yes,yes,yes,yes
sub-8246_ses-baseline__,yes,yes,yes,yes
sub-8247_ses-baseline__,yes,yes,yes,yes
sub-8250_ses-baseline__,maybe,yes,no,no
sub-8257_ses-baseline__,yes,yes,yes,yes
sub-8261_ses-month24__,yes,yes,yes,yes
sub-8263_ses-baseline__,yes,yes,yes,yes
sub-8265_ses-baseline__,yes,yes,yes,yes
sub-8267_ses-baseline__,yes,yes,yes,yes
sub-8273_ses-month24__,no,yes,no,no
sub-8275_ses-baseline__,yes,yes,yes,yes
sub-8283_ses-month24__,maybe,yes,yes,no
sub-8284_ses-baseline__,yes,yes,yes,yes
sub-8286_ses-month48__,yes,yes,yes,yes
sub-8287_ses-baseline__,no,yes,no,no
sub-8301_ses-baseline__,yes,yes,yes,yes
sub-8302_ses-month48__,yes,yes,yes,yes
sub-8304_ses-month24__,yes,yes,yes,yes
sub-8306_ses-baseline__,yes,yes,yes,yes
sub-8306_ses-month24__,yes,yes,yes,yes
sub-8307_ses-month24__,yes,yes,yes,yes
sub-8315_ses-baseline__,yes,yes,yes,yes
sub-8318_ses-month48__,yes,yes,yes,yes
sub-8323_ses-baseline__,yes,yes,yes,yes
sub-8331_ses-month24__,yes,yes,yes,yes
sub-8336_ses-baseline__,yes,yes,yes,yes
sub-8344_ses-month48__,yes,yes,yes,yes
sub-8345_ses-baseline__,yes,yes,yes,yes
sub-8346_ses-month24__,yes,yes,yes,yes
sub-8347_ses-baseline__,yes,yes,yes,yes
sub-8348_ses-month24__,yes,yes,yes,yes
sub-8352_ses-baseline__,yes,yes,yes,yes
sub-8360_ses-month48__,yes,yes,yes,yes
sub-8361_ses-baseline__,yes,yes,yes,yes
sub-8365_ses-baseline__,yes,yes,yes,yes
sub-8366_ses-month24__,yes,yes,no,no
sub-8373_ses-month48__,yes,yes,yes,yes
sub-8374_ses-baseline__,maybe,yes,no,no
sub-8377_ses-baseline__,yes,yes,yes,yes
sub-8380_ses-month48__,yes,yes,yes,yes
sub-8385_ses-baseline__,yes,yes,yes,yes
sub-8391_ses-baseline__,yes,yes,yes,yes
sub-8392_ses-baseline__,yes,yes,yes,yes
sub-8394_ses-baseline__,yes,yes,yes,yes
sub-8395_ses-baseline__,yes,yes,yes,yes
sub-8396_ses-baseline__,yes,yes,yes,yes
sub-8400_ses-baseline__,yes,yes,yes,yes
sub-8402_ses-month24__,yes,yes,yes,yes
sub-8403_ses-baseline__,yes,yes,yes,yes
sub-8405_ses-baseline__,no,yes,no,no
sub-8409_ses-baseline__,yes,yes,yes,yes
sub-8412_ses-baseline__,yes,yes,yes,yes
sub-8412_ses-month24__,yes,yes,yes,yes
sub-8413_ses-month24__,yes,yes,yes,yes
sub-8417_ses-month24__,yes,yes,yes,yes
sub-8421_ses-baseline__,yes,yes,yes,yes
sub-8424_ses-baseline__,yes,yes,yes,yes
sub-8432_ses-baseline__,yes,yes,yes,yes
sub-8432_ses-month48__,yes,yes,yes,yes
sub-8435_ses-month24__,no,no,no,no
sub-8436_ses-month24__,yes,yes,yes,yes
sub-8437_ses-month48__,yes,yes,yes,yes
sub-8438_ses-month48__,yes,yes,yes,yes
sub-8441_ses-month24__,yes,yes,yes,yes
sub-8442_ses-month24__,yes,yes,yes,yes
sub-8449_ses-baseline__,yes,yes,yes,yes
sub-8453_ses-month48__,yes,yes,yes,yes
sub-8457_ses-baseline__,yes,yes,yes,yes
sub-8458_ses-baseline__,yes,yes,yes,yes
sub-8461_ses-month48__,no,no,no,no
sub-8464_ses-baseline__,maybe,yes,no,no
sub-8465_ses-baseline__,yes,yes,yes,yes
sub-8466_ses-month24__,yes,yes,yes,yes
sub-8470_ses-baseline__,yes,yes,yes,yes
sub-8476_ses-month24__,no,yes,no,no
sub-8476_ses-month48__,no,no,no,no
sub-8482_ses-month48__,yes,yes,yes,yes
sub-8483_ses-month48__,yes,yes,yes,yes
sub-8484_ses-month48__,yes,yes,no,no
sub-8491_ses-baseline__,yes,yes,yes,yes
sub-8494_ses-baseline__,yes,yes,yes,yes
sub-8494_ses-month24__,yes,yes,yes,yes
sub-8508_ses-month24__,yes,yes,yes,yes
sub-8511_ses-baseline__,yes,yes,no,no
sub-8512_ses-baseline__,yes,yes,yes,yes
sub-8514_ses-baseline__,yes,yes,yes,yes
sub-8516_ses-month24__,yes,yes,yes,yes
sub-8517_ses-baseline__,yes,yes,yes,yes
sub-8522_ses-baseline__,yes,yes,yes,no
sub-8523_ses-baseline__,no,yes,no,no
sub-8559_ses-baseline__,no,no,no,no
sub-8563_ses-month24__,yes,yes,yes,yes
sub-8569_ses-month24__,yes,yes,yes,yes
sub-8571_ses-month48__,yes,yes,yes,yes
sub-8573_ses-baseline__,yes,yes,yes,yes
sub-8573_ses-month24__,yes,yes,yes,yes
sub-8579_ses-baseline__,yes,yes,yes,yes
sub-8586_ses-month48__,yes,yes,yes,yes
sub-8587_ses-baseline__,yes,yes,yes,yes
sub-8597_ses-month48__,yes,yes,yes,yes
sub-8601_ses-month48__,yes,yes,yes,yes
sub-8608_ses-baseline__,yes,yes,yes,yes
sub-8612_ses-month48__,yes,yes,yes,yes
sub-8613_ses-baseline__,yes,yes,yes,yes
sub-8613_ses-month24__,no,yes,no,no
sub-8614_ses-baseline__,yes,yes,yes,yes
sub-8614_ses-month24__,yes,yes,yes,yes
sub-8616_ses-baseline__,no,no,no,no
sub-8616_ses-month24__,no,no,no,no
sub-8616_ses-month48__,no,no,no,no
sub-8621_ses-month48__,yes,yes,yes,yes
sub-8622_ses-month48__,yes,yes,yes,yes
sub-8627_ses-baseline__,yes,yes,no,no
sub-8629_ses-month48__,yes,yes,no,yes
sub-8633_ses-baseline__,yes,yes,yes,yes
sub-8637_ses-month24__,yes,yes,yes,yes
sub-8642_ses-baseline__,yes,yes,yes,yes
sub-8642_ses-month24__,yes,yes,yes,yes
sub-8642_ses-month48__,yes,yes,yes,yes
sub-8643_ses-baseline__,no,yes,no,no
sub-8646_ses-baseline__,no,no,no,no
sub-8646_ses-month24__,no,no,no,no
sub-8646_ses-month48__,no,no,no,no
sub-8648_ses-month48__,maybe,yes,no,no
sub-8649_ses-baseline__,yes,yes,yes,yes
sub-8651_ses-baseline__,no,yes,no,no
sub-8653_ses-baseline__,yes,yes,yes,yes
sub-8653_ses-month24__,yes,yes,yes,yes
sub-8655_ses-baseline__,yes,yes,yes,yes
sub-8655_ses-month24__,yes,yes,yes,yes
sub-8656_ses-month24__,no,no,no,no
sub-8657_ses-baseline__,yes,yes,no,yes
sub-8657_ses-month24__,yes,yes,yes,yes
sub-8657_ses-month48__,yes,yes,yes,yes
sub-8661_ses-baseline__,yes,yes,yes,yes
sub-8666_ses-month24__,yes,yes,yes,yes
sub-8672_ses-baseline__,yes,yes,yes,yes
sub-8673_ses-baseline__,yes,yes,yes,yes
sub-8673_ses-month24__,yes,yes,yes,yes
sub-8674_ses-month24__,no,yes,no,no
sub-8679_ses-month24__,yes,yes,yes,yes
sub-8681_ses-month24__,yes,yes,yes,yes
sub-8681_ses-month48__,yes,yes,yes,yes
sub-8682_ses-month24__,yes,yes,yes,yes
sub-8683_ses-baseline__,yes,yes,yes,yes
sub-8684_ses-month24__,yes,yes,yes,yes
sub-8693_ses-month24__,yes,yes,yes,yes
sub-8696_ses-month24__,yes,yes,yes,yes
sub-8696_ses-month48__,yes,yes,yes,yes
sub-8697_ses-baseline__,yes,yes,no,no
sub-8698_ses-month24__,yes,yes,yes,yes
sub-8699_ses-month24__,yes,yes,yes,yes
sub-8700_ses-month24__,yes,yes,yes,yes
sub-8703_ses-baseline__,yes,yes,yes,yes
sub-8710_ses-month24__,yes,yes,yes,yes
sub-8711_ses-month24__,yes,yes,yes,yes
sub-8717_ses-baseline__,yes,yes,yes,yes
sub-8723_ses-baseline__,yes,yes,yes,yes
sub-8724_ses-baseline__,yes,yes,yes,yes
sub-8736_ses-month48__,yes,yes,yes,yes
sub-8738_ses-baseline__,yes,yes,yes,yes
sub-8740_ses-month72__,yes,yes,yes,yes
sub-8744_ses-baseline__,no,no,no,no
sub-8747_ses-baseline__,yes,yes,yes,yes
sub-8753_ses-baseline__,yes,yes,yes,yes
sub-8754_ses-baseline__,yes,yes,yes,yes
sub-8757_ses-month24__,yes,yes,yes,yes
sub-8760_ses-month24__,no,no,no,no
sub-8765_ses-month24__,yes,yes,yes,yes
sub-8766_ses-baseline__,no,yes,yes,no
sub-8767_ses-month48__,yes,yes,yes,yes
sub-8767_ses-month72__,yes,yes,yes,yes
sub-8771_ses-month72__,yes,yes,yes,yes
sub-8778_ses-month48__,yes,yes,yes,yes
sub-8783_ses-baseline__,yes,yes,yes,yes
sub-8784_ses-baseline__,yes,yes,yes,yes
sub-8790_ses-month24__,yes,yes,yes,yes
sub-8791_ses-baseline__,yes,yes,yes,yes
sub-8793_ses-month72__,no,yes,no,no
sub-8794_ses-baseline__,yes,yes,yes,yes
sub-8794_ses-month24__,yes,yes,yes,yes
sub-8796_ses-baseline__,yes,yes,yes,yes
sub-8800_ses-baseline__,yes,yes,yes,yes
sub-8802_ses-baseline__,yes,yes,yes,yes
sub-8803_ses-baseline__,yes,yes,yes,yes
sub-8805_ses-month24__,yes,yes,yes,yes
sub-8806_ses-month24__,yes,yes,yes,yes
sub-8807_ses-month72__,yes,yes,yes,yes
sub-8812_ses-month24__,yes,yes,yes,yes
sub-8812_ses-month48__,yes,yes,yes,yes
sub-8814_ses-baseline__,yes,yes,yes,yes
sub-8814_ses-month24__,maybe,yes,no,no
sub-8815_ses-month24__,yes,yes,yes,yes
sub-8821_ses-baseline__,maybe,yes,no,no
sub-8825_ses-baseline__,yes,yes,yes,yes
sub-8826_ses-month48__,yes,yes,yes,yes
sub-8829_ses-baseline__,yes,yes,yes,yes
sub-8832_ses-baseline__,yes,yes,yes,yes
sub-8833_ses-month24__,yes,yes,yes,yes
sub-8833_ses-month72__,yes,yes,yes,yes
sub-8834_ses-month24__,yes,yes,yes,yes
sub-8839_ses-month24__,yes,yes,yes,yes
sub-8844_ses-baseline__,yes,yes,yes,yes
sub-8847_ses-month48__,yes,yes,yes,yes
sub-8849_ses-month24__,yes,yes,yes,yes
sub-8849_ses-month48__,yes,yes,yes,yes
sub-8852_ses-month24__,yes,yes,yes,yes
sub-8854_ses-month24__,yes,yes,yes,yes
sub-8857_ses-baseline__,yes,yes,yes,yes
sub-8867_ses-baseline__,yes,yes,yes,yes
sub-8876_ses-baseline__,yes,yes,yes,yes
sub-8879_ses-month72__,yes,yes,yes,yes
sub-8884_ses-baseline__,yes,yes,yes,yes
sub-8890_ses-baseline__,yes,yes,yes,yes
sub-8891_ses-baseline__,yes,yes,yes,yes
sub-8892_ses-month24__,yes,yes,yes,yes
sub-8896_ses-month48__,yes,yes,yes,yes
sub-8907_ses-month48__,yes,yes,yes,yes
sub-8910_ses-baseline__,yes,yes,yes,yes
sub-8915_ses-baseline__,no,no,no,no
sub-8915_ses-month24__,no,no,no,no
sub-8916_ses-baseline__,yes,yes,yes,yes
sub-8918_ses-month48__,yes,yes,yes,yes
sub-8923_ses-month24__,yes,yes,yes,yes
sub-8925_ses-baseline__,yes,yes,yes,yes
sub-8928_ses-month72__,yes,yes,yes,yes
sub-8930_ses-baseline__,yes,yes,yes,yes
sub-8932_ses-baseline__,yes,yes,yes,yes
sub-8933_ses-baseline__,yes,yes,no,yes
sub-8937_ses-baseline__,yes,yes,yes,yes
sub-8941_ses-month48__,yes,yes,yes,yes
sub-8948_ses-month48__,yes,yes,yes,yes
sub-8951_ses-baseline__,yes,yes,yes,yes
sub-8956_ses-baseline__,yes,yes,yes,yes
sub-8959_ses-month24__,yes,yes,yes,yes
sub-8964_ses-month24__,yes,yes,yes,yes
sub-8970_ses-month24__,yes,yes,yes,yes
sub-8970_ses-month48__,yes,yes,yes,yes
sub-8974_ses-month24__,yes,yes,yes,yes
sub-8977_ses-month72__,yes,yes,yes,yes
sub-8981_ses-month24__,yes,yes,yes,yes
sub-8983_ses-baseline__,yes,yes,yes,yes
sub-8983_ses-month48__,yes,yes,yes,yes
sub-8988_ses-baseline__,yes,yes,no,yes
sub-8988_ses-month48__,yes,yes,yes,yes
sub-8989_ses-month24__,yes,yes,yes,yes
sub-9001_ses-baseline__,yes,yes,yes,yes
sub-9010_ses-month24__,yes,yes,yes,yes
sub-9014_ses-month48__,yes,yes,yes,yes
sub-9017_ses-baseline__,yes,yes,yes,yes
sub-9021_ses-baseline__,yes,yes,yes,yes
sub-9023_ses-baseline__,yes,yes,yes,yes
sub-9035_ses-baseline__,yes,yes,yes,yes
sub-9035_ses-month72__,yes,yes,yes,yes
sub-9041_ses-baseline__,yes,yes,yes,yes
sub-9045_ses-baseline__,yes,yes,yes,yes
sub-9046_ses-baseline__,yes,yes,yes,yes
sub-9047_ses-baseline__,no,no,no,no
sub-9047_ses-month48__,no,no,no,no
sub-9047_ses-month72__,no,no,no,no
sub-9053_ses-baseline__,yes,yes,yes,yes
sub-9056_ses-baseline__,yes,yes,yes,yes
sub-9057_ses-baseline__,no,yes,no,no
sub-9061_ses-baseline__,yes,yes,yes,yes
sub-9062_ses-baseline__,yes,yes,yes,yes
sub-9067_ses-baseline__,yes,yes,yes,yes
sub-9068_ses-baseline__,yes,yes,yes,yes
sub-9071_ses-baseline__,yes,yes,yes,yes
sub-9072_ses-month48__,yes,yes,no,no
sub-9075_ses-baseline__,yes,yes,yes,yes
sub-9094_ses-baseline__,yes,yes,yes,yes
sub-9095_ses-baseline__,yes,yes,yes,yes
sub-9097_ses-month24__,yes,yes,yes,yes
sub-9098_ses-baseline__,yes,yes,yes,yes
sub-9099_ses-month24__,yes,yes,yes,yes
sub-9104_ses-month24__,no,yes,no,no
sub-9105_ses-month72__,yes,yes,yes,yes
sub-9106_ses-month72__,yes,yes,yes,yes
sub-9107_ses-month24__,yes,yes,yes,yes
sub-9123_ses-baseline__,yes,yes,yes,yes
sub-9129_ses-month48__,yes,yes,yes,yes
sub-9149_ses-baseline__,yes,yes,yes,yes
sub-9149_ses-month24__,yes,yes,yes,yes
sub-9150_ses-month48__,yes,yes,yes,yes
sub-9153_ses-month48__,yes,yes,yes,yes
sub-9165_ses-month24__,yes,yes,yes,yes
sub-9169_ses-baseline__,yes,yes,yes,yes
sub-9182_ses-baseline__,yes,yes,yes,yes
sub-9191_ses-month48__,yes,yes,yes,yes
sub-9196_ses-month24__,yes,yes,yes,yes
sub-9196_ses-month48__,yes,yes,yes,yes
sub-9199_ses-month24__,yes,yes,yes,yes
sub-9199_ses-month48__,yes,yes,yes,yes
sub-9208_ses-month24__,yes,yes,yes,yes
sub-9216_ses-month24__,yes,yes,yes,yes
sub-9246_ses-baseline__,yes,yes,yes,yes
sub-9248_ses-month48__,yes,yes,yes,yes
sub-9289_ses-baseline__,yes,yes,no,yes
sub-9289_ses-month24__,no,yes,no,no
sub-9297_ses-month24__,yes,yes,yes,yes
sub-9301_ses-month24__,yes,yes,yes,yes
sub-9344_ses-baseline__,yes,yes,yes,yes
sub-9360_ses-month24__,no,yes,no,no
sub-9375_ses-baseline__,yes,yes,yes,yes
sub-9377_ses-baseline__,yes,yes,yes,yes
sub-9383_ses-baseline__,yes,yes,yes,yes
sub-9383_ses-month48__,yes,yes,yes,yes
sub-9383_ses-month72__,yes,yes,yes,yes
sub-9386_ses-month48__,yes,yes,yes,yes
sub-9410_ses-baseline__,yes,yes,yes,yes
sub-9413_ses-baseline__,yes,yes,yes,yes
sub-9413_ses-month24__,maybe,yes,no,no
sub-9415_ses-baseline__,maybe,yes,no,no
sub-9433_ses-baseline__,yes,yes,yes,yes
sub-9482_ses-baseline__,yes,yes,yes,yes
sub-9489_ses-month24__,yes,yes,yes,yes
sub-9496_ses-month24__,yes,yes,yes,yes
sub-9501_ses-month24__,yes,yes,yes,yes
sub-9546_ses-month48__,yes,yes,yes,yes
sub-9557_ses-month24__,no,yes,no,no
sub-9557_ses-month72__,maybe,yes,no,no
sub-9564_ses-baseline__run-2,yes,yes,yes,yes
sub-9564_ses-month48__,yes,yes,yes,yes
sub-9568_ses-baseline__,yes,yes,yes,yes
sub-9569_ses-month24__,yes,yes,yes,yes
sub-9583_ses-baseline__,yes,yes,yes,yes
sub-9618_ses-month48__,yes,yes,yes,yes
sub-9631_ses-month24__,yes,yes,yes,yes
sub-9632_ses-baseline__,yes,yes,yes,yes
sub-9647_ses-month24__,yes,yes,yes,yes
sub-9676_ses-month24__,yes,yes,yes,yes
sub-9690_ses-baseline__,yes,yes,yes,yes
sub-9690_ses-month24__,yes,yes,yes,yes
sub-9697_ses-month48__,yes,yes,yes,yes
sub-9710_ses-month24__,no,yes,yes,no
sub-9722_ses-month24__,no,yes,no,no
sub-9733_ses-month48__,yes,yes,no,no
sub-9758_ses-baseline__,no,no,no,no
sub-9776_ses-baseline__,yes,yes,yes,yes
sub-9776_ses-month24__,yes,yes,yes,yes
sub-9783_ses-month72__,yes,yes,no,no
sub-9812_ses-baseline__,yes,yes,no,yes
sub-9815_ses-month48__,yes,yes,yes,yes
sub-9820_ses-month24__,yes,yes,yes,yes
sub-9821_ses-baseline__,yes,yes,yes,yes
sub-9823_ses-month48__,yes,yes,yes,yes
sub-9826_ses-month72__,yes,yes,yes,yes
sub-9827_ses-baseline__,yes,yes,yes,yes
sub-9827_ses-month24__,yes,yes,yes,yes
sub-9849_ses-month48__,yes,yes,yes,yes
sub-9859_ses-month24__,yes,yes,yes,yes
sub-9867_ses-month24__,yes,yes,yes,yes
sub-9877_ses-baseline__,yes,yes,yes,yes
sub-9878_ses-baseline__,no,yes,no,no
sub-9878_ses-month24__,no,yes,no,no
sub-9880_ses-month24__,no,no,no,no
sub-9882_ses-month24__,yes,yes,yes,yes
sub-9893_ses-baseline__,yes,yes,yes,yes
sub-9901_ses-month24__,yes,yes,yes,yes
sub-9901_ses-month48__,yes,yes,yes,yes
sub-9908_ses-month48__,no,yes,no,no
sub-9912_ses-baseline__,yes,yes,yes,yes
sub-9922_ses-baseline__,yes,yes,yes,yes
sub-9923_ses-month24__,no,no,no,no
sub-9927_ses-month24__,yes,yes,yes,yes
sub-9927_ses-month48__,yes,yes,yes,yes
sub-9942_ses-baseline__,yes,yes,yes,yes
sub-9943_ses-baseline__,yes,yes,yes,yes
sub-9947_ses-baseline__,yes,yes,yes,yes
sub-9950_ses-baseline__,yes,yes,yes,yes
sub-9955_ses-baseline__,yes,yes,yes,yes
sub-9955_ses-month24__,yes,yes,yes,yes
sub-9977_ses-month24__,yes,yes,yes,yes
sub-9979_ses-month72__,yes,yes,yes,yes
sub-9984_ses-month24__,yes,yes,yes,yes
sub-9987_ses-baseline__,yes,yes,yes,yes
sub-9995_ses-month48__,yes,yes,yes,yes
sub-9996_ses-month24__,no,yes,no,no
sub-9996_ses-month48__,no,no,no,no
sub-9999_ses-baseline__,yes,yes,yes,yes
