scan,rater_1,rater_2,rater_3,rater_4
sub-7182_ses-baseline__,yes,yes,yes,yes
sub-7184_ses-month24__,yes,yes,yes,yes
sub-7229_ses-baseline__,yes,yes,yes,yes
sub-7258_ses-baseline__,yes,yes,yes,yes
sub-7260_ses-baseline__,yes,yes,yes,yes
sub-7273_ses-baseline__,yes,yes,yes,yes
sub-7278_ses-baseline__,yes,yes,yes,yes
sub-7283_ses-baseline__,yes,yes,yes,yes
sub-7334_ses-baseline__,yes,yes,yes,yes
sub-7342_ses-baseline__,yes,yes,yes,yes
sub-7348_ses-baseline__,yes,yes,yes,yes
sub-7364_ses-month24__,yes,yes,yes,yes
sub-7369_ses-baseline__,yes,yes,yes,yes
sub-7371_ses-baseline__,yes,yes,yes,yes
sub-7399_ses-baseline__,yes,yes,yes,yes
sub-7405_ses-baseline__,yes,yes,yes,yes
sub-7410_ses-baseline__,yes,yes,yes,yes
sub-7427_ses-month24__,yes,yes,yes,yes
sub-7435_ses-month24__,yes,yes,yes,yes
sub-7446_ses-month24__,yes,yes,yes,yes
sub-7478_ses-month24__,yes,yes,yes,yes
sub-7491_ses-baseline__,yes,yes,yes,yes
sub-7491_ses-month24__,yes,yes,yes,yes
sub-7500_ses-month24__,yes,yes,yes,yes
sub-7520_ses-baseline__,yes,yes,yes,yes
sub-7533_ses-month24__,yes,yes,yes,yes
sub-7559_ses-baseline__,no,maybe,no,no
sub-7570_ses-month24__,yes,yes,yes,yes
sub-7580_ses-month24__,yes,yes,yes,yes
sub-7605_ses-month24__,yes,yes,yes,yes
sub-7615_ses-baseline__,yes,yes,yes,yes
sub-7636_ses-month24__,yes,yes,yes,yes
sub-7649_ses-month24__,yes,yes,yes,yes
sub-7651_ses-month24__,yes,yes,yes,yes
sub-7701_ses-month48__,no,yes,yes,yes
sub-7707_ses-month24__,no,yes,maybe,no
sub-7736_ses-baseline__,yes,yes,maybe,yes
sub-7743_ses-month48__,yes,yes,yes,yes
sub-7761_ses-month48__,yes,yes,yes,yes
sub-7768_ses-month24__,yes,yes,yes,yes
sub-7775_ses-baseline__,yes,yes,yes,yes
sub-7802_ses-month48__,yes,yes,yes,yes
sub-7810_ses-baseline__,yes,yes,yes,yes
sub-7818_ses-month48__,yes,yes,yes,yes
sub-7850_ses-baseline__,yes,yes,yes,yes
sub-7850_ses-month48__,yes,yes,yes,yes
sub-7851_ses-baseline__,yes,yes,yes,yes
sub-7864_ses-month48__,no,no,no,no
sub-7888_ses-baseline__,yes,yes,yes,yes
sub-7891_ses-month24__,yes,yes,yes,yes
sub-7915_ses-baseline__,yes,yes,yes,yes
sub-7920_ses-baseline__,yes,yes,yes,yes
sub-7939_ses-baseline__,yes,yes,yes,yes
sub-7947_ses-month24__,yes,yes,yes,yes
sub-7950_ses-month24__,yes,yes,maybe,yes
sub-7964_ses-month24__,yes,yes,yes,yes
sub-7998_ses-baseline__,yes,yes,yes,yes
sub-8016_ses-baseline__,yes,yes,maybe,yes
sub-8019_ses-month24__,yes,yes,yes,yes
sub-8021_ses-month48__,yes,yes,yes,yes
sub-8026_ses-baseline__,yes,yes,yes,yes
sub-8039_ses-month24__,yes,yes,yes,yes
sub-8044_ses-baseline__,yes,yes,yes,yes
sub-8058_ses-month24__,yes,yes,yes,yes
sub-8074_ses-baseline__,yes,yes,yes,yes
sub-8116_ses-baseline__,yes,yes,yes,yes
sub-8125_ses-month48__,yes,yes,yes,yes
sub-8149_ses-baseline__,yes,yes,yes,yes
sub-8153_ses-baseline__,yes,yes,yes,yes
sub-8188_ses-month24__,yes,yes,yes,yes
sub-8199_ses-baseline__,yes,yes,yes,yes
sub-8200_ses-baseline__,yes,yes,yes,yes
sub-8204_ses-baseline__,yes,yes,yes,yes
sub-8208_ses-baseline__,yes,yes,yes,yes
sub-8210_ses-month24__,maybe,yes,maybe,no
sub-8223_ses-baseline__,yes,yes,maybe,yes
sub-8235_ses-baseline__,yes,yes,yes,yes
sub-8240_ses-month24__,yes,yes,yes,yes
sub-8289_ses-baseline__,yes,yes,maybe,yes
sub-8298_ses-baseline__,yes,yes,yes,yes
sub-8323_ses-baseline__,yes,yes,yes,yes
sub-8324_ses-month24__,yes,yes,yes,yes
sub-8350_ses-baseline__,yes,yes,yes,yes
sub-8365_ses-month48__run-2,yes,yes,yes,yes
sub-8367_ses-month24__,yes,yes,yes,yes
sub-8367_ses-month48__,yes,yes,maybe,yes
sub-8374_ses-month24__,yes,yes,yes,yes
sub-8401_ses-month24__,yes,yes,yes,yes
sub-8417_ses-month24__,yes,yes,yes,yes
sub-8424_ses-baseline__,yes,yes,yes,yes
sub-8432_ses-month48__,yes,yes,yes,yes
sub-8437_ses-month24__,yes,yes,yes,yes
sub-8439_ses-baseline__,yes,yes,yes,yes
sub-8451_ses-baseline__,yes,yes,yes,yes
sub-8453_ses-month24__,yes,yes,yes,yes
sub-8470_ses-month48__,yes,yes,yes,yes
sub-8488_ses-baseline__,yes,yes,yes,yes
sub-8500_ses-month24__,yes,yes,maybe,yes
sub-8509_ses-baseline__,yes,yes,yes,yes
sub-8513_ses-baseline__,yes,yes,yes,yes
sub-8516_ses-baseline__,yes,yes,maybe,yes
sub-8525_ses-baseline__,yes,yes,yes,yes
sub-8559_ses-month24__,yes,yes,yes,yes
sub-8563_ses-baseline__,yes,yes,maybe,yes
sub-8576_ses-month48__,yes,yes,maybe,yes
sub-8582_ses-baseline__,yes,yes,yes,yes
sub-8588_ses-baseline__,yes,yes,maybe,yes
sub-8592_ses-baseline__,yes,yes,yes,yes
sub-8593_ses-month48__,yes,yes,yes,yes
sub-8603_ses-baseline__,yes,yes,yes,yes
sub-8643_ses-baseline__,yes,yes,yes,yes
sub-8643_ses-month48__,yes,yes,maybe,yes
sub-8654_ses-month48__,yes,yes,yes,yes
sub-8681_ses-baseline__,yes,yes,yes,yes
sub-8686_ses-baseline__,yes,yes,yes,yes
sub-8698_ses-month24__,yes,yes,yes,yes
sub-8703_ses-month24__,yes,yes,yes,yes
sub-8709_ses-baseline__,yes,yes,maybe,yes
sub-8709_ses-month48__,yes,yes,maybe,yes
sub-8716_ses-baseline__,maybe,yes,no,yes
sub-8717_ses-month24__,yes,yes,yes,yes
sub-8729_ses-month48__,yes,yes,yes,yes
sub-8740_ses-month72__,yes,yes,maybe,yes
sub-8771_ses-month48__,yes,yes,yes,yes
sub-8772_ses-month24__,yes,yes,yes,yes
sub-8775_ses-month24__,yes,yes,yes,yes
sub-8782_ses-baseline__,yes,yes,yes,yes
sub-8797_ses-baseline__,yes,yes,yes,yes
sub-8805_ses-month24__,yes,yes,yes,yes
sub-8807_ses-month72__,yes,yes,yes,yes
sub-8813_ses-baseline__,yes,yes,yes,yes
sub-8821_ses-month24__,yes,yes,yes,yes
sub-8829_ses-baseline__,yes,yes,yes,yes
sub-8836_ses-baseline__,yes,yes,yes,yes
sub-8885_ses-month24__,yes,yes,yes,yes
sub-8896_ses-baseline__,yes,yes,yes,yes
sub-8902_ses-baseline__,yes,yes,yes,yes
sub-8917_ses-baseline__,yes,yes,yes,yes
sub-8919_ses-baseline__,yes,yes,yes,yes
sub-8922_ses-month48__,yes,yes,yes,yes
sub-8923_ses-month48__,yes,yes,yes,yes
sub-8926_ses-month24__,yes,yes,yes,yes
sub-8928_ses-baseline__,yes,yes,yes,yes
sub-8940_ses-baseline__,yes,yes,yes,yes
sub-8946_ses-month24__,yes,yes,yes,yes
sub-8966_ses-month72__,yes,yes,yes,yes
sub-8970_ses-month48__,yes,yes,yes,yes
sub-8983_ses-month24__,yes,yes,yes,yes
sub-8989_ses-baseline__,yes,yes,yes,yes
sub-9011_ses-baseline__,yes,yes,yes,yes
sub-9026_ses-baseline__,yes,yes,yes,yes
sub-9035_ses-baseline__,yes,yes,maybe,yes
sub-9042_ses-month72__,yes,yes,yes,yes
sub-9061_ses-baseline__,yes,yes,yes,yes
sub-9064_ses-baseline__,yes,yes,yes,yes
sub-9075_ses-baseline__,yes,yes,yes,yes
sub-9093_ses-baseline__,yes,yes,yes,yes
sub-9098_ses-month48__,yes,yes,yes,yes
sub-9104_ses-baseline__,yes,yes,yes,yes
sub-9107_ses-month48__,yes,yes,yes,yes
sub-9169_ses-baseline__,yes,yes,yes,yes
sub-9298_ses-baseline__,yes,yes,yes,yes
sub-9301_ses-month24__,yes,yes,yes,yes
sub-9325_ses-baseline__,yes,yes,yes,yes
sub-9352_ses-month48__,no,yes,yes,yes
sub-9386_ses-month48__,yes,yes,yes,yes
sub-9410_ses-baseline__,yes,yes,yes,yes
sub-9411_ses-month24__,yes,yes,maybe,yes
sub-9413_ses-month48__,yes,yes,yes,yes
sub-9472_ses-baseline__,yes,yes,maybe,yes
sub-9483_ses-baseline__,yes,yes,yes,yes
sub-9496_ses-baseline__,yes,yes,yes,yes
sub-9524_ses-baseline__,yes,yes,yes,yes
sub-9541_ses-month24__,yes,yes,yes,yes
sub-9557_ses-month72__,yes,yes,yes,yes
sub-9564_ses-month48__,yes,yes,yes,yes
sub-9587_ses-month48__,yes,yes,yes,yes
sub-9612_ses-baseline__,yes,yes,yes,yes
sub-9649_ses-baseline__,yes,yes,yes,yes
sub-9658_ses-month48__,yes,yes,yes,yes
sub-9671_ses-baseline__,yes,yes,yes,yes
sub-9679_ses-baseline__,yes,yes,yes,yes
sub-9686_ses-month24__,yes,yes,yes,yes
sub-9715_ses-baseline__,yes,yes,yes,yes
sub-9762_ses-month24__,yes,yes,yes,yes
sub-9763_ses-baseline__,yes,yes,yes,yes
sub-9777_ses-baseline__,yes,yes,yes,yes
sub-9825_ses-baseline__,yes,yes,yes,yes
sub-9882_ses-month24__,yes,yes,yes,yes
sub-9884_ses-month48__,yes,yes,yes,yes
sub-9913_ses-month24__,yes,yes,yes,yes
sub-9919_ses-month48__,yes,yes,yes,yes
sub-9955_ses-month24__,yes,yes,yes,yes
